record_id,vedecky_nazev,cesky_nazev,status_v_CR,cast_rostliny,domena,poddomena,status_znalosti,aplikovatelnost_v_CR,typicke_lokality_v_CR,obdobi_ziskani,fenologicka_faze,zpusob_pripravy_nebo_vyuziti,cilovy_efekt,chutovy_profil,vonny_profil,palivovy_potencial,hlavni_rizika,kontraindikace_interakce,legalita_poznamka_CR,dukaznost_typ,dukaznost_skore,zdroj_id_1,zdroj_id_2,poznamka,record_numeric_id,is_trvanlive_1m_plus,is_jadro_bezne_1m_plus,domena_slug,status_znalosti_slug,aplikovatelnost_slug,dukaznost_rank,ma_druhy_zdroj,obdobi_mesic_od,obdobi_mesic_do,cast_rostliny_skupina,cast_rostliny_je_kombinovana,poddomena_kategorie,poddomena_kategorie_confidence,status_contains_puvodni,status_contains_zdomacnely,status_contains_pestovany,status_contains_zplanujici,status_contains_invazni,status_cetnost
R034,Matricaria recutita,heřmánek pravý,"běžně pěstovaný, místy zplaňující",květ,pití,nálev / čaj,mainstream,vysoká,"pole, úhory, zahrady, slunné okraje cest",V–VIII,plně rozkvetlé úbory za suchého počasí,Sušit rychle a šetrně; připravit nálev z květů.,Aromatický uklidňující nápoj a domácí základ bylinkové lékárny.,"sladce bylinný, lehce jablečný",teplý květově bylinný,neaplikovatelné,"Možná alergie u citlivých osob, zvlášť u hvězdnicovitých.",Opatrnost při známé alergii na Asteraceae.,Běžný sběr i pěstování; nebrat z kontaminovaných míst.,EMA monografie,A,S15,,"Silný základ databáze: zároveň pití, léčivo i aromatická rostlina.",34,False,False,piti,mainstream,vysoka,5,False,5,8,kvetni_cast,False,caj_nalev,medium,False,False,True,True,False,bezny
R035,Matricaria recutita,heřmánek pravý,"běžně pěstovaný, místy zplaňující",květ,fytoterapie,nálev / kloktadlo / obklad,mainstream,vysoká,"pole, zahrady, suchá slunná stanoviště",V–VIII,plné kvetení,Nálev pro krátkodobé užití vnitřně i zevně podle potřeby.,"Tradičně při drobných zažívacích potížích, nachlazení, zánětech úst a drobných kožních potížích.",jemný,sladce květový,neaplikovatelné,Nenahrazuje řešení závažnějšího nebo déletrvajícího stavu.,Alergie na heřmánek/hvězdnicovité; při přetrvávání obtíží vyšetřit příčinu.,Bez zvláštních právních omezení mimo chráněné režimy.,EMA monografie,A,S15,,Velmi dobře doložený tradiční evropský standard.,35,False,False,fytoterapie,mainstream,vysoka,5,False,5,8,kvetni_cast,False,caj_nalev,medium,False,False,True,True,False,bezny
R036,Matricaria recutita,heřmánek pravý,"běžně pěstovaný, místy zplaňující",květ,vůně,koupel / napařování / aromatický polštářek,méně známé,vysoká,"zahrady, pole, slunné okraje",V–VIII,čerstvé nebo dobře usušené květy,"Květy využít do koupelí, napařování nebo do suchých aromatických směsí.",Jemně uklidňující domácí vůně a bylinná pára.,neaplikovatelné,"sladce květový, medově bylinný",neaplikovatelné,U citlivých osob může dráždit nebo alergizovat.,Opatrnost u alergiků; nepřehřívat při inhalaci.,Běžně možné.,EMA monografie,B,S15,,"Zvlášť vhodné pro sekci „vůně“, protože jde o praktické domácí použití mimo pití.",36,False,False,vune,mene_zname,vysoka,4,False,5,8,kvetni_cast,False,vune_a_vykurovani,medium,False,False,True,True,False,bezny
R037,Melissa officinalis,meduňka lékařská,"běžně pěstovaná, místy zplaňující",list,pití,nálev / čaj,mainstream,vysoká,"zahrady, bylinkové záhony, občas okolí sídel",VI–IX,před květem a během květu,"Sbírat listy a vrcholky, sušit rychle ve stínu; připravit nálev.",Citronově aromatický nápoj pro večerní a relaxační užití.,"citronově bylinný, jemný","citronový, svěže zelený",neaplikovatelné,Při špatném sušení rychle ztrácí aroma.,Bez hlavních interakcí známých v běžném čajovém užití; u citlivých osob individuální reakce.,Pěstování i sběr z pěstovaných porostů bez problému.,EMA monografie,A,S16,,Prakticky velmi vhodná pro domácí pěstování.,37,False,False,piti,mainstream,vysoka,5,False,6,9,listova_nadzemni_cast,False,caj_nalev,medium,False,False,True,True,False,bezny
R038,Melissa officinalis,meduňka lékařská,"běžně pěstovaná, místy zplaňující",list,fytoterapie,nálev / extrakt,mainstream,vysoká,"zahrady, bylinkové záhony",VI–IX,olistěná nať před nebo během květu,Krátkodobé užití jako čaj nebo standardizovanější přípravek.,"Tradičně pro mírný stres, podporu spánku a drobné dyspeptické potíže.",jemně bylinný,citronově bylinný,neaplikovatelné,"Nenahrazuje řešení výraznější úzkosti, nespavosti ani závažných GI potíží.",Při přetrvávání obtíží vyšetřit příčinu.,Běžně pěstovaná bylina.,EMA monografie,A,S16,,Dobře doložená a zároveň snadno dostupná v českých podmínkách.,38,False,False,fytoterapie,mainstream,vysoka,5,False,6,9,listova_nadzemni_cast,False,caj_nalev,medium,False,False,True,True,False,bezny
R039,Mentha x piperita,máta peprná,"běžně pěstovaná, místy zplaňující",list,pití,nálev / čaj,mainstream,vysoká,"zahrady, vlhčí záhony, občas zplaňuje u sídel a vod",VI–IX,před květem a v době květu,"Sbírat list nebo nať, rychle sušit; připravit nálev.","Osvěžující aromatický nápoj, vhodný i do směsí.","chladivý, mentolový",mentolově bylinný,neaplikovatelné,Příliš starý materiál ztrácí aroma; silná chuť nevyhovuje každému.,U refluxu nebo citlivého žaludku může být individuálně nevhodná.,Pěstování bez problému.,EMA monografie,A,S17,,Silná kombinace pití a léčebného užití.,39,False,False,piti,mainstream,vysoka,5,False,6,9,listova_nadzemni_cast,False,caj_nalev,medium,False,False,True,True,False,bezny
R040,Mentha x piperita,máta peprná,"běžně pěstovaná, místy zplaňující",list,fytoterapie,nálev / bylinný přípravek,mainstream,vysoká,"zahrady, bylinkové záhony, vlhčí místa u sídel",VI–IX,olistěná nať před květem a při květu,Krátkodobé užití jako čaj nebo standardizovaný listový přípravek.,Tradiční úleva při dyspepsii a plynatosti.,chladivý,mentolový,neaplikovatelné,Nevhodná jako univerzální řešení závažných nebo nejasných zažívacích potíží.,Opatrnost při individuální intoleranci; při přetrvávání obtíží lékař.,Bez zvláštních právních omezení.,EMA monografie,A,S17,,Zapsáno odděleně od běžného čajového užití.,40,False,False,fytoterapie,mainstream,vysoka,5,False,6,9,listova_nadzemni_cast,False,caj_nalev,medium,False,False,True,True,False,bezny
R041,Plantago lanceolata,jitrocel kopinatý,"původní, velmi běžný",list,fytoterapie,nálev / macerát / sirup,mainstream,vysoká,"louky, cesty, pastviny, trávníky, meze",IV–IX,mladé až plně vyvinuté listy,"Čaj, macerát nebo sirup podle typu použití.",Tradiční úleva při kašli spojeném s nachlazením a podráždění dutiny ústní a hltanu.,mírně travnatý,slabý zelený,neaplikovatelné,"Záměna druhu není velké riziko, ale sběr z kontaminovaných trávníků ano.",V těhotenství a při kojení nejsou dostatečná data; jiné interakce nejsou hlášeny.,Běžný sběr mimo znečištěná místa.,EMA monografie / assessment report,A,S18,,Jeden z nejpraktičtějších „terénních“ českých listových léčivých zdrojů.,41,False,False,fytoterapie,mainstream,vysoka,5,False,4,9,listova_nadzemni_cast,False,caj_nalev,medium,True,False,False,False,False,velmi_bezny
R042,Plantago lanceolata,jitrocel kopinatý,"původní, velmi běžný",list,fytoterapie,obklad / omývání / kožní použití,méně známé,vysoká,"louky, meze, okraje cest mimo kontaminaci",IV–IX,čerstvé nebo sušené listy,Silnější nálev či macerát pro obklady a omývání drobných kožních zánětů.,Zevní tradiční použití na drobné zánětlivé projevy kůže.,neaplikovatelné,zeleně bylinný,neaplikovatelné,Sběr z nečistých míst je hlavní praktické riziko.,Při zhoršení nebo větším rozsahu kožních potíží vyšetřit příčinu.,Běžně možné.,EMA assessment report,A,S18,,Oddělené zevní použití zvyšuje jemnost databáze.,42,False,False,fytoterapie,mene_zname,vysoka,5,False,4,9,listova_nadzemni_cast,False,zevni_aplikace,medium,True,False,False,False,False,velmi_bezny
R043,Plantago lanceolata,jitrocel kopinatý,"původní, velmi běžný",mladé listy,potrava,syrový salát / jarní zelenina,globální analog,střední,"louky, meze, zahrady, pastviny mimo postřiky",IV–V,mladé křehké listy před tuhnutím vláken,Použít malé až střední množství syrově nebo krátce povařit.,Terénní jedlá zeleň s mírně trávovou chutí.,"lehce travnatý, jemně nahořklý",slabý,neaplikovatelné,Starší listy bývají tuhé a vláknité; kontaminované trávníky nevhodné.,Bez zvláštních známých interakcí v potravním množství.,"V ČR snadno dostupný, ale potravní užití je spíše málo známé.",středomořsko-středoevropská etnobotanika,C,S22,,Pěkný příklad jedlého využití běžné „léčivky“.,43,False,False,potrava,globalni_analog,stredni,3,False,4,5,listova_nadzemni_cast,False,cerstva_potrava,medium,True,False,False,False,False,velmi_bezny
R044,Carum carvi,kmín kořenný,"původní až dlouhodobě pěstovaný, běžný",plod,pití,nálev / digestivní čaj,méně známé,vysoká,"louky, pole, pěstované porosty, sušší travnatá stanoviště",V–VIII,zralé až dosychající plody,Pomačkané plody zalít vroucí vodou a krátce louhovat.,Aromatický trávicí čaj vhodný po těžším jídle.,"kořenitý, teplý",kořenitě kmínový,neaplikovatelné,Silná chuť není pro každého; záměna s některými miříkovitými by byla riziková při laickém sběru.,U velmi citlivých osob možná dráždivost; při sběru nutná dobrá determinace.,Nejsnáze z pěstovaného nebo spolehlivě určeného zdroje.,EMA monografie,A,S19,,Dobré spojení kuchyně a fytoterapie.,44,False,False,piti,mene_zname,vysoka,5,False,5,8,plodova_cast,False,caj_nalev,medium,True,False,True,False,False,bezny
R045,Carum carvi,kmín kořenný,"původní až dlouhodobě pěstovaný, běžný",plod,fytoterapie,nálev / tradiční bylinný přípravek,mainstream,vysoká,"pole, louky, pěstované záhony",V–VIII,zralé plody,Krátkodobé užití jako nálev nebo standardizovanější přípravek.,Tradičně pro nadýmání a plynatost.,kořenitý,silně kmínový,neaplikovatelné,Nenahrazuje řešení přetrvávajících nebo silných GI potíží.,U dětí do 12 let EMA čajové dávkování nedoporučuje; při přetrvávání obtíží konzultace.,Preferovat pěstovaný nebo jistě určený materiál.,EMA monografie,A,S19,,Silná formální opora.,45,False,False,fytoterapie,mainstream,vysoka,5,False,5,8,plodova_cast,False,caj_nalev,medium,True,False,True,False,False,bezny
R046,Rubus idaeus,maliník obecný,"původní, běžný",plod,potrava a pití,čerstvé plody / sirup / džem,mainstream,vysoká,"lesní paseky, okraje lesů, křoviny, zahrady",VI–VIII,plně zralé plody,"Jíst čerstvé nebo zpracovat na sirup, džem či ocet.","Výživný plod, surovina pro nápoje i konzervaci.","sladkokyselý, ovocný",ovocně malinový,neaplikovatelné,Rychle podléhá zkáze; kontaminace plísní při přezrání.,Bez zvláštních interakcí v potravním množství.,Běžný sběr mimo chráněné lokality a cizí pozemky.,česká etnobotanika,B,S01,,Prakticky velmi vysoká hodnota.,46,False,False,potrava_a_piti,mainstream,vysoka,4,False,6,8,plodova_cast,False,sirup_koncentrat,medium,True,False,False,False,False,bezny
R047,Rubus idaeus,maliník obecný,"původní, běžný",list,pití,čaj / lehká náhražka černého čaje,méně známé,vysoká,"lesní okraje, paseky, zahrady",V–VIII,mladší zdravé listy,List sušit a použít samostatně nebo ve směsích; nálev bývá lehce tříslovitý.,Jemně svíravý nápoj a historická domácí čajová složka.,"tříslovitý, lehce nahořklý",slabý listový,neaplikovatelné,Příliš staré listy bývají hrubé a chuťově horší.,Není to totéž jako plod; hlavní limit je chuť a kvalita sušení.,Běžně možné.,EMA shrnutí + assessment report,B,S20,,Pěkný most mezi potravou a léčebným použitím.,47,False,False,piti,mene_zname,vysoka,4,False,5,8,listova_nadzemni_cast,False,caj_nalev,medium,True,False,False,False,False,bezny
R048,Rubus idaeus,maliník obecný,"původní, běžný",list,fytoterapie,nálev / oromukózní infuze,méně známé,vysoká,"lesní okraje, paseky, zahrady",V–VIII,zdravé listy po plném rozvinutí,Infuze listu pro krátkodobé tradiční užití.,"Tradičně při mírném průjmu, drobném zánětu dutiny ústní a hrdla a při menstruačních křečích.",tříslovitý,slabý,neaplikovatelné,"Jde o tradiční, nikoli robustně klinicky potvrzené použití.",EMA uvádí jen tradiční oporu; při zhoršení stavu lékař.,Bez zvláštních právních omezení.,EMA shrnutí,A,S20,,"Zajímavé, protože v českém prostředí se zná spíš plod než list.",48,False,False,fytoterapie,mene_zname,vysoka,5,False,5,8,listova_nadzemni_cast,False,caj_nalev,medium,True,False,False,False,False,bezny
R049,Vaccinium myrtillus,borůvka černá,"původní, běžná lokálně až hojně",plod,potrava a pití,čerstvé plody / sušení / sirup / kompot,mainstream,vysoká,"acidofilní lesy, paseky, vřesoviště, horské a podhorské lesy",VII–IX,plně zralé plody,"Jíst čerstvé nebo zpracovat na sirup, kompot, džem či sušený plod.",Výživný lesní plod s vysokou praktickou hodnotou.,"sladkokyselý, lesní",ovocně lesní,neaplikovatelné,Snadné znečištění od zeminy a plísní; pozor na záměnu s okrasnými kultivary u zahrad.,Bez zvláštních interakcí v běžném množství.,Běžný sběr v souladu s místními pravidly.,česká etnobotanika,B,S01,,Stabilní český lesní standard.,49,False,False,potrava_a_piti,mainstream,vysoka,4,False,7,9,plodova_cast,False,sirup_koncentrat,medium,True,False,False,False,False,lokalne_bezny
R050,Fragaria vesca,jahodník obecný,"původní, běžný",plod,potrava,čerstvé plody / sirup / sušení,mainstream,vysoká,"světlé lesy, paseky, meze, stráně, zahrady",V–VII,plně zralé plody,Sbírat zralé plody; lze jíst čerstvé i zpracovat.,"Drobný, ale velmi aromatický lesní plod.","silně aromatický, sladký",jahodově ovocný,neaplikovatelné,Nízká výtěžnost; snadno se rozmačká a kazí.,Bez zvláštních interakcí v potravním množství.,Běžně možné.,česká etnobotanika,B,S01,,"Vysoká chuťová hodnota, nižší výnos.",50,False,False,potrava,mainstream,vysoka,4,False,5,7,plodova_cast,False,sirup_koncentrat,medium,True,False,False,False,False,bezny
R051,Fragaria vesca,jahodník obecný,"původní, běžný",list,pití,listový čaj,méně známé,vysoká,"světlé lesy, meze, zahrady",V–VIII,zdravé listy po rozvinutí,List sušit a používat do jemných domácích směsí nebo samostatně.,Lehký domácí bylinný čaj s lesním profilem.,"jemně travnatý, lehce tříslovitý",slabě zelený,neaplikovatelné,Nízká chuťová intenzita; sběr z prašných míst nevhodný.,Bez významných známých interakcí v běžném čajovém užití.,Běžně možné.,česká etnobotanika,C,S01,,Dobrá méně známá doplňková položka.,51,False,False,piti,mene_zname,vysoka,3,False,5,8,listova_nadzemni_cast,False,caj_nalev,medium,True,False,False,False,False,bezny
R052,Allium ursinum,česnek medvědí,"původní, lokálně hojný",list,potrava,jarní zelenina / pesto / pomazánka,mainstream,vysoká,"vlhčí listnaté lesy, lužní lesy, stinné nivy",III–V,mladé listy před a na začátku květu,"Použít čerstvé do pomazánek, pesta, polévek nebo krátce tepelně upravit.",Intenzivní jarní aromatická zelenina.,"česnekový, svěží",silně česnekový,neaplikovatelné,"Kritické riziko záměny s konvalinkou, ocúnem a áronem.",Nevhodné sbírat bez stoprocentní determinace.,Sběr jen při jisté identifikaci a mimo chráněné režimy.,česká etnobotanika,B,S01,,"Vysoká praktická hodnota, ale i vysoké riziko záměny.",52,False,False,potrava,mainstream,vysoka,4,False,3,5,listova_nadzemni_cast,False,cerstva_potrava,medium,True,False,False,False,False,lokalne_hojny
R053,Aegopodium podagraria,bršlice kozí noha,"původní, velmi běžná",mladé listy a vrcholy,potrava,jarní zelenina / polévka / špenát,méně známé,vysoká,"zahrady, příkopy, stinnější okraje cest, křoviny, ruderály",III–V,mladé světle zelené listy před zhrubnutím,Použít jen mladé listy; starší bývají vláknité a méně chutné.,Dobře dostupná jarní zeleň s vysokým výnosem.,"kořenitě zelený, petrželový",slabě kořenitý,neaplikovatelné,U starších listů rychle klesá kvalita; laický sběr miříkovitých vyžaduje opatrnost.,Hlavní limit je správná determinace a kontaminace městských porostů.,Prakticky často dostupná na zahradách.,česká etnobotanika,B,S01,,Typický příklad běžné „plevelné“ potraviny s vysokou praktickou hodnotou.,53,False,False,potrava,mene_zname,vysoka,4,False,3,5,listova_nadzemni_cast,False,cerstva_potrava,medium,True,False,False,False,False,velmi_bezny
